1,1,96216230
2,2,96216230
3,3,96216230
4,4,96216230
5,5,96216230
6,6,96216230
7,7,96216230
8,8,96216230
9,9,96216230
10,10,96216230
11,11,96216230
12,12,96216230
13,13,96216230
14,14,96216230
15,15,96216230
16,16,96216230
17,17,96216230
18,18,96216230
19,19,96216230
20,20,96216230
21,21,96216230
22,22,96216230
23,23,96216230
24,24,96216230
25,25,96216230
26,26,96216230
27,27,96216230
28,28,96216230
29,29,96216230
30,30,96216230
31,31,96216230
32,32,96216230
33,33,96216230
34,34,96216230
35,35,96216230
36,36,96216230
37,37,96216230
38,38,96216230
39,39,96216230
40,40,96216230
41,41,96216230
42,42,96216230
43,43,96216230
44,44,96216230
45,45,96216230
46,46,96216230
47,47,96216230
48,48,96216230
49,49,96216230
50,50,96216230
51,51,96216230
52,52,96216230
53,53,96216230
54,54,96216230
55,55,96216230
56,56,96216230
57,57,96216230
58,58,96216230
59,59,96216230
60,60,96216230
61,61,96216230
62,62,96216230
63,63,96216230
64,64,96216230
65,65,96216230
66,66,96216230
67,67,96216230
68,68,96216230
69,69,96216230
70,70,96216230
71,71,96216230
72,72,96216230
73,73,96216230
74,74,96216230
75,75,96216230
76,76,96216230
77,77,96216230
78,78,96216230
79,79,96216230
80,80,96216230
81,81,96216230
82,82,96216230
83,83,96216230
84,84,96216230
85,85,96216230
86,86,96216230
87,87,96216230
88,88,96216230
89,89,96216230
90,90,96216230
91,91,96216230
92,92,96216230
93,93,96216230
94,94,96216230
95,95,96216230
96,96,96216230
97,97,96216230
98,98,96216230
99,99,96216230
100,100,96216230
101,101,96216230
102,102,96216230
103,103,96216230
104,104,96216230
105,105,96216230
106,106,96216230
107,107,96216230
108,108,96216230
109,109,96216230
110,110,96216230
111,111,96216230
112,112,96216230
113,113,96216230
114,114,96216230
115,115,96216230
116,116,96216230
117,117,96216230
118,118,96216230
119,119,96216230
120,120,96216230
121,121,96216230
122,122,96216230
123,123,96216230
124,124,96216230
125,125,96216230
126,126,96216230
127,127,96216230
128,128,96216230
129,129,96216230
130,130,96216230
131,131,96216230
132,132,96216230
133,133,96216230
134,134,96216230
135,135,96216230
136,136,96216230
137,137,96216230
138,138,96216230
139,139,96216230
140,140,96216230
141,141,96216230
142,142,96216230
143,143,96216230
144,144,96216230
145,145,96216230
146,146,96216230
147,147,96216230
148,148,96216230
149,149,96216230
150,150,96216230
151,151,96216230
152,152,96216230
153,153,96216230
154,154,96216230
155,155,96216230
156,156,96216230
157,157,96216230
158,158,96216230
159,159,96216230
160,160,96216230
161,161,96216230
162,162,96216230
163,163,96216230
164,164,96216230
165,165,96216230
166,166,96216230
167,167,96216230
168,168,96216230
169,169,96216230
170,170,96216230
171,171,96216230
172,172,96216230
173,173,96216230
174,174,96216230
175,175,96216230
176,176,96216230
177,177,96216230
178,178,96216230
179,179,96216230
180,180,96216230
181,181,96216230
182,182,96216230
183,183,96216230
184,184,96216230
185,185,96216230
186,186,96216230
187,187,96216230
188,188,96216230
189,189,96216230
190,190,96216230
191,191,96216230
192,192,96216230
193,193,96216230
194,194,96216230
195,195,96216230
